Component,Group,Parameter,Value
FuselageGeom,EngineModel,InletLipMode,0.0
FuselageGeom,EngineModel,InletLipU,0.0
FuselageGeom,EngineModel,InletModeType,2.0
FuselageGeom,EngineModel,OutletFaceIndex,0.0
FuselageGeom,EngineModel,OutletFaceMode,0.0
FuselageGeom,EngineModel,OutletFaceU,0.0
FuselageGeom,EngineModel,OutletLipIndex,0.0
FuselageGeom,EngineModel,OutletLipMode,0.0
FuselageGeom,EngineModel,OutletLipU,0.0
FuselageGeom,EngineModel,OutletModeType,3.0
FuselageGeom,EngineModel,RotExtensionFlag,0.0
FuselageGeom,Negative_Volume_Props,Negative_Volume_Flag,0.0
FuselageGeom,WakeSettings,WakeAngle,0.0
FuselageGeom,WakeSettings,WakeScale,2.0
FuselageGeom,Mass_Props,CGx,0.455
FuselageGeom,Mass_Props,CGy,0.0
FuselageGeom,Mass_Props,CGz,0.0
FuselageGeom,Mass_Props,Density,0.0
FuselageGeom,Mass_Props,Ixx,0.0
FuselageGeom,Mass_Props,Ixy,0.0
FuselageGeom,Mass_Props,Ixz,0.0
FuselageGeom,Mass_Props,Iyy,0.0
FuselageGeom,Mass_Props,Iyz,0.0
FuselageGeom,Mass_Props,Izz,0.0
FuselageGeom,Mass_Props,Mass_Area,0.0
FuselageGeom,Mass_Props,Mass_Prior,0.0
FuselageGeom,Mass_Props,PointMass,0.984
FuselageGeom,Mass_Props,Shell_Flag,0.0
FuselageGeom,BBox,X_Len,1.4033333333333333
FuselageGeom,BBox,X_Min,0.0
FuselageGeom,BBox,Y_Len,0.16
FuselageGeom,BBox,Y_Min,-0.08
FuselageGeom,BBox,Z_Len,0.15999999999999992
FuselageGeom,BBox,Z_Min,0.753333333333334
FuselageGeom,EndCap,CapUMaxLength,1.0
FuselageGeom,EndCap,CapUMaxOffset,0.0
FuselageGeom,EndCap,CapUMaxOption,2.0
FuselageGeom,EndCap,CapUMaxStrength,1.0
FuselageGeom,EndCap,CapUMaxSweepFlag,0.0
FuselageGeom,EndCap,CapUMinLength,1.0
FuselageGeom,EndCap,CapUMinOffset,0.0
FuselageGeom,EndCap,CapUMinOption,2.0
FuselageGeom,EndCap,CapUMinStrength,1.0
FuselageGeom,EndCap,CapUMinSweepFlag,0.0
FuselageGeom,EndCap,CapUMinTess,3.0
FuselageGeom,ParasiteDragProps,ExpandedList,0.0
FuselageGeom,ParasiteDragProps,FFBodyEqnType,3.0
FuselageGeom,ParasiteDragProps,FFUser,1.0
FuselageGeom,ParasiteDragProps,FFWingEqnType,3.0
FuselageGeom,ParasiteDragProps,IncorporatedGen,0.0
FuselageGeom,ParasiteDragProps,PercLam,0.0
FuselageGeom,ParasiteDragProps,Q,1.0
FuselageGeom,ParasiteDragProps,Roughness,0.0
FuselageGeom,ParasiteDragProps,TawTwRatio,1.0
FuselageGeom,ParasiteDragProps,TeTwRatio,1.0
FuselageGeom,Index,ActiveXSec,1.0
FuselageGeom,Design,Length,1.4
FuselageGeom,Design,OrderPolicy,0.0
FuselageGeom,XSec,AftCluster,1.0
FuselageGeom,XSec,AllSym,0.0
FuselageGeom,XSec,BottomLAngle,-45.0
FuselageGeom,XSec,BottomLAngleSet,1.0
FuselageGeom,XSec,BottomLCurve,-5.6594555486757425
FuselageGeom,XSec,BottomLCurveSet,0.0
FuselageGeom,XSec,BottomLRAngleEq,1.0
FuselageGeom,XSec,BottomLRCurveEq,0.0
FuselageGeom,XSec,BottomLRSlewEq,0.0
FuselageGeom,XSec,BottomLRStrengthEq,0.0
FuselageGeom,XSec,BottomLSlew,0.0
FuselageGeom,XSec,BottomLSlewSet,1.0
FuselageGeom,XSec,BottomLStrength,0.75
FuselageGeom,XSec,BottomLStrengthSet,1.0
FuselageGeom,XSec,BottomRAngle,-45.0
FuselageGeom,XSec,BottomRAngleSet,1.0
FuselageGeom,XSec,BottomRCurve,-5.6594555614056175
FuselageGeom,XSec,BottomRCurveSet,0.0
FuselageGeom,XSec,BottomRSlew,0.0
FuselageGeom,XSec,BottomRSlewSet,1.0
FuselageGeom,XSec,BottomRStrength,1.0
FuselageGeom,XSec,BottomRStrengthSet,1.0
FuselageGeom,XSec,ContinuityBottom,0.0
FuselageGeom,XSec,ContinuityLeft,0.0
FuselageGeom,XSec,ContinuityRight,0.0
FuselageGeom,XSec,ContinuityTop,0.0
FuselageGeom,XSec,FwdCluster,1.0
FuselageGeom,XSec,LeftLAngle,-45.0
FuselageGeom,XSec,LeftLAngleSet,1.0
FuselageGeom,XSec,LeftLCurve,-5.6594555486757425
FuselageGeom,XSec,LeftLCurveSet,0.0
FuselageGeom,XSec,LeftLRAngleEq,1.0
FuselageGeom,XSec,LeftLRCurveEq,0.0
FuselageGeom,XSec,LeftLRSlewEq,0.0
FuselageGeom,XSec,LeftLRStrengthEq,0.0
FuselageGeom,XSec,LeftLSlew,0.0
FuselageGeom,XSec,LeftLSlewSet,1.0
FuselageGeom,XSec,LeftLStrength,0.75
FuselageGeom,XSec,LeftLStrengthSet,1.0
FuselageGeom,XSec,LeftRAngle,-45.0
FuselageGeom,XSec,LeftRAngleSet,1.0
FuselageGeom,XSec,LeftRCurve,-5.6594555614056175
FuselageGeom,XSec,LeftRCurveSet,0.0
FuselageGeom,XSec,LeftRSlew,0.0
FuselageGeom,XSec,LeftRSlewSet,1.0
FuselageGeom,XSec,LeftRStrength,1.0
FuselageGeom,XSec,LeftRStrengthSet,1.0
FuselageGeom,XSec,RLSym,1.0
FuselageGeom,XSec,RefLength,1.4
FuselageGeom,XSec,RightLAngle,-45.0
FuselageGeom,XSec,RightLAngleSet,1.0
FuselageGeom,XSec,RightLCurve,-5.659455548675741
FuselageGeom,XSec,RightLCurveSet,0.0
FuselageGeom,XSec,RightLRAngleEq,1.0
FuselageGeom,XSec,RightLRCurveEq,0.0
FuselageGeom,XSec,RightLRSlewEq,0.0
FuselageGeom,XSec,RightLRStrengthEq,0.0
FuselageGeom,XSec,RightLSlew,0.0
FuselageGeom,XSec,RightLSlewSet,1.0
FuselageGeom,XSec,RightLStrength,0.75
FuselageGeom,XSec,RightLStrengthSet,1.0
FuselageGeom,XSec,RightRAngle,-45.0
FuselageGeom,XSec,RightRAngleSet,1.0
FuselageGeom,XSec,RightRCurve,-5.659455561405616
FuselageGeom,XSec,RightRCurveSet,0.0
FuselageGeom,XSec,RightRSlew,0.0
FuselageGeom,XSec,RightRSlewSet,1.0
FuselageGeom,XSec,RightRStrength,1.0
FuselageGeom,XSec,RightRStrengthSet,1.0
FuselageGeom,XSec,SectTess_U,6.0
FuselageGeom,XSec,Spin,0.0
FuselageGeom,XSec,TBSym,1.0
FuselageGeom,XSec,TopLAngle,-45.0
FuselageGeom,XSec,TopLAngleSet,1.0
FuselageGeom,XSec,TopLCurve,-5.6594555486757425
FuselageGeom,XSec,TopLCurveSet,0.0
FuselageGeom,XSec,TopLRAngleEq,1.0
FuselageGeom,XSec,TopLRCurveEq,0.0
FuselageGeom,XSec,TopLRSlewEq,0.0
FuselageGeom,XSec,TopLRStrengthEq,0.0
FuselageGeom,XSec,TopLSlew,0.0
FuselageGeom,XSec,TopLSlewSet,1.0
FuselageGeom,XSec,TopLStrength,0.75
FuselageGeom,XSec,TopLStrengthSet,1.0
FuselageGeom,XSec,TopRAngle,-45.0
FuselageGeom,XSec,TopRAngleSet,1.0
FuselageGeom,XSec,TopRCurve,-5.6594555614056175
FuselageGeom,XSec,TopRCurveSet,0.0
FuselageGeom,XSec,TopRSlew,0.0
FuselageGeom,XSec,TopRSlewSet,1.0
FuselageGeom,XSec,TopRStrength,1.0
FuselageGeom,XSec,TopRStrengthSet,1.0
FuselageGeom,XSec,XLocPercent,1.0
FuselageGeom,XSec,XRotate,0.0
FuselageGeom,XSec,YLocPercent,0.0
FuselageGeom,XSec,YRotate,0.0
FuselageGeom,XSec,ZLocPercent,0.0
FuselageGeom,XSec,ZRotate,0.0
FuselageGeom,XSecCurve,Area,0.0
FuselageGeom,XSecCurve,DeltaX,0.0
FuselageGeom,XSecCurve,DeltaY,0.0
FuselageGeom,XSecCurve,HWRatio,1.0
FuselageGeom,XSecCurve,Scale,1.0
FuselageGeom,XSecCurve,ShiftLE,0.0
FuselageGeom,XSecCurve,Theta,0.0
FuselageGeom,Cap,LE_Cap_Length,1.0
FuselageGeom,Cap,LE_Cap_Offset,0.0
FuselageGeom,Cap,LE_Cap_Strength,0.5
FuselageGeom,Cap,LE_Cap_Type,1.0
FuselageGeom,Cap,TE_Cap_Length,1.0
FuselageGeom,Cap,TE_Cap_Offset,0.0
FuselageGeom,Cap,TE_Cap_Strength,0.5
FuselageGeom,Cap,TE_Cap_Type,1.0
FuselageGeom,Close,LE_Close_AbsRel,0.0
FuselageGeom,Close,LE_Close_Thick,0.0
FuselageGeom,Close,LE_Close_Thick_Chord,0.0
FuselageGeom,Close,LE_Close_Type,0.0
FuselageGeom,Close,TE_Close_AbsRel,0.0
FuselageGeom,Close,TE_Close_Thick,0.0
FuselageGeom,Close,TE_Close_Thick_Chord,0.0
FuselageGeom,Close,TE_Close_Type,0.0
FuselageGeom,Trim,LE_Trim_AbsRel,0.0
FuselageGeom,Trim,LE_Trim_Thick,0.0
FuselageGeom,Trim,LE_Trim_Thick_Chord,0.0
FuselageGeom,Trim,LE_Trim_Type,0.0
FuselageGeom,Trim,LE_Trim_X,0.0
FuselageGeom,Trim,LE_Trim_X_Chord,0.0
FuselageGeom,Trim,TE_Trim_AbsRel,0.0
FuselageGeom,Trim,TE_Trim_Thick,0.0
FuselageGeom,Trim,TE_Trim_Thick_Chord,0.0
FuselageGeom,Trim,TE_Trim_Type,0.0
FuselageGeom,Trim,TE_Trim_X,0.0
FuselageGeom,Trim,TE_Trim_X_Chord,0.0
FuselageGeom,Flap,TE_Flap_DT,0.0
FuselageGeom,Flap,TE_Flap_Deflection,0.0
FuselageGeom,Flap,TE_Flap_Flag,0.0
FuselageGeom,Flap,TE_Flap_T,0.2
FuselageGeom,Flap,TE_Flap_Type,0.0
FuselageGeom,Flap,TE_Flap_X,0.0
FuselageGeom,Flap,TE_Flap_X_Chord,0.2
FuselageGeom,Flap,TE_Flap_Y_Frc,0.5
FuselageGeom,Flap,TE_Trim_AbsRel,1.0
FuselageGeom,XSecCurve_Background,XSecFlipImageFlag,0.0
FuselageGeom,XSecCurve_Background,XSecImageFlag,0.0
FuselageGeom,XSecCurve_Background,XSecImageH,1.0
FuselageGeom,XSecCurve_Background,XSecImagePreserveAR,1.0
FuselageGeom,XSecCurve_Background,XSecImageW,1.0
FuselageGeom,XSecCurve_Background,XSecImageXOffset,0.0
FuselageGeom,XSecCurve_Background,XSecImageYOffset,0.0
FuselageGeom,XSecCurve_Background,XSecLockImageFlag,0.0
FuselageGeom,Chevron,AllSym,1.0
FuselageGeom,Chevron,BottomAmplitude,1.0
FuselageGeom,Chevron,Bottom_Angle,0.0
FuselageGeom,Chevron,Bottom_Slew,0.0
FuselageGeom,Chevron,Chevron_Type,0.0
FuselageGeom,Chevron,LeftAmplitude,1.0
FuselageGeom,Chevron,Left_Angle,0.0
FuselageGeom,Chevron,Left_Slew,0.0
FuselageGeom,Chevron,Number,8.0
FuselageGeom,Chevron,Off_Duty,0.0
FuselageGeom,Chevron,On_Duty,0.0
FuselageGeom,Chevron,Peak_Radius,0.0
FuselageGeom,Chevron,RLSym,1.0
FuselageGeom,Chevron,RightAmplitude,1.0
FuselageGeom,Chevron,Right_Angle,0.0
FuselageGeom,Chevron,Right_Slew,0.0
FuselageGeom,Chevron,TBSym,1.0
FuselageGeom,Chevron,TopAmplitude,1.0
FuselageGeom,Chevron,Top_Angle,0.0
FuselageGeom,Chevron,Top_Slew,0.0
FuselageGeom,Chevron,Valley_Radius,0.0
FuselageGeom,Chevron,W01_Center,0.25
FuselageGeom,Chevron,W01_Center_Guide,5.0
FuselageGeom,Chevron,W01_End,0.5
FuselageGeom,Chevron,W01_End_Guide,5.0
FuselageGeom,Chevron,W01_Mode,0.0
FuselageGeom,Chevron,W01_Start,0.0
FuselageGeom,Chevron,W01_Start_Guide,5.0
FuselageGeom,Chevron,W01_Width,0.5
FuselageGeom,XSecCurve,Circle_Diameter,0.02
Motore ant dx,Design,Length,0.05
Motore ant dx,Design,Width,0.03
Motore ant dx,Design,Height,0.03
Motore ant dx,Design,SquareFlag,0.0
Motore ant dx,XForm,Abs_Or_Relitive_flag,1.0
Motore ant dx,XForm,Last_Scale,1.0
Motore ant dx,XForm,Origin,0.0
Motore ant dx,XForm,Scale,1.0
Motore ant dx,XForm,X_Location,0.18
Motore ant dx,XForm,X_Rel_Location,0.18
Motore ant dx,XForm,X_Rel_Rotation,0.0
Motore ant dx,XForm,X_Rotation,0.0
Motore ant dx,XForm,Y_Location,0.7
Motore ant dx,XForm,Y_Rel_Location,0.7
Motore ant dx,XForm,Y_Rel_Rotation,0.0
Motore ant dx,XForm,Y_Rotation,0.0
Motore ant dx,XForm,Z_Location,0.873
Motore ant dx,XForm,Z_Rel_Location,0.873
Motore ant dx,XForm,Z_Rel_Rotation,0.0
Motore ant dx,XForm,Z_Rotation,0.0
Motore ant dx,Sym,Sym_Ancestor,1.0
Motore ant dx,Sym,Sym_Ancestor_Origin_Flag,1.0
Motore ant dx,Sym,Sym_Axial_Flag,0.0
Motore ant dx,Sym,Sym_Planar_Flag,0.0
Motore ant dx,Sym,Sym_Rot_N,2.0
Motore ant dx,Attach,Eta_Attach_Location,0.0
Motore ant dx,Attach,L_01,1.0
Motore ant dx,Attach,L_Attach_Location,0.0
Motore ant dx,Attach,L_Attach_Location0Len,0.0
Motore ant dx,Attach,M_Attach_Location,0.5
Motore ant dx,Attach,N_Attach_Location,0.5
Motore ant dx,Attach,R_01,1.0
Motore ant dx,Attach,R_Attach_Location,0.0
Motore ant dx,Attach,R_Attach_Location0N,0.0
Motore ant dx,Attach,Rots_Attach_Flag,0.0
Motore ant dx,Attach,S_Attach_Location,0.5
Motore ant dx,Attach,T_Attach_Location,0.5
Motore ant dx,Attach,Trans_Attach_Flag,0.0
Motore ant dx,Attach,U_01,1.0
Motore ant dx,Attach,U_Attach_Location,0.0
Motore ant dx,Attach,U_Attach_Location0N,0.0
Motore ant dx,Attach,V_Attach_Location,0.0
Motore ant dx,Shape,Tess_U,10.0
Motore ant dx,Shape,Tess_W,9.0
Motore ant dx,Shape,Wake,0.0
Motore ant dx,Negative_Volume_Props,Negative_Volume_Flag,0.0
Motore ant dx,WakeSettings,WakeAngle,0.0
Motore ant dx,WakeSettings,WakeScale,2.0
Motore ant dx,Mass_Props,CGx,0.025
Motore ant dx,Mass_Props,CGy,0.0
Motore ant dx,Mass_Props,CGz,0.0
Motore ant dx,Mass_Props,Density,0.0
Motore ant dx,Mass_Props,Ixx,0.0
Motore ant dx,Mass_Props,Ixy,0.0
Motore ant dx,Mass_Props,Ixz,0.0
Motore ant dx,Mass_Props,Iyy,0.0
Motore ant dx,Mass_Props,Iyz,0.0
Motore ant dx,Mass_Props,Izz,0.0
Motore ant dx,Mass_Props,Mass_Area,0.0
Motore ant dx,Mass_Props,Mass_Prior,1.0
Motore ant dx,Mass_Props,PointMass,0.3
Motore ant dx,Mass_Props,Shell_Flag,0.0
Motore ant dx,BBox,X_Len,0.05000000000000001
Motore ant dx,BBox,X_Min,0.18
Motore ant dx,BBox,Y_Len,0.03
Motore ant dx,BBox,Y_Min,0.6849999999999999
Motore ant dx,BBox,Z_Len,0.03
Motore ant dx,BBox,Z_Min,0.858
Motore ant dx,EndCap,CapUMaxLength,1.0
Motore ant dx,EndCap,CapUMaxOffset,0.0
Motore ant dx,EndCap,CapUMaxOption,0.0
Motore ant dx,EndCap,CapUMaxStrength,0.5
Motore ant dx,EndCap,CapUMaxSweepFlag,0.0
Motore ant dx,EndCap,CapUMinLength,1.0
Motore ant dx,EndCap,CapUMinOffset,0.0
Motore ant dx,EndCap,CapUMinOption,0.0
Motore ant dx,EndCap,CapUMinStrength,0.5
Motore ant dx,EndCap,CapUMinSweepFlag,0.0
Motore ant dx,EndCap,CapUMinTess,3.0
Motore ant dx,ParasiteDragProps,ExpandedList,0.0
Motore ant dx,ParasiteDragProps,FFBodyEqnType,3.0
Motore ant dx,ParasiteDragProps,FFUser,1.0
Motore ant dx,ParasiteDragProps,FFWingEqnType,3.0
Motore ant dx,ParasiteDragProps,IncorporatedGen,0.0
Motore ant dx,ParasiteDragProps,PercLam,0.0
Motore ant dx,ParasiteDragProps,Q,1.0
Motore ant dx,ParasiteDragProps,Roughness,0.0
Motore ant dx,ParasiteDragProps,TawTwRatio,1.0
Motore ant dx,ParasiteDragProps,TeTwRatio,1.0
Motore ant sx,Design,Length,0.05
Motore ant sx,Design,Width,0.03
Motore ant sx,Design,Height,0.03
Motore ant sx,Design,SquareFlag,0.0
Motore ant sx,XForm,Abs_Or_Relitive_flag,1.0
Motore ant sx,XForm,Last_Scale,1.0
Motore ant sx,XForm,Origin,0.0
Motore ant sx,XForm,Scale,1.0
Motore ant sx,XForm,X_Location,0.18
Motore ant sx,XForm,X_Rel_Location,0.18
Motore ant sx,XForm,X_Rel_Rotation,0.0
Motore ant sx,XForm,X_Rotation,0.0
Motore ant sx,XForm,Y_Location,-0.7
Motore ant sx,XForm,Y_Rel_Location,-0.7
Motore ant sx,XForm,Y_Rel_Rotation,0.0
Motore ant sx,XForm,Y_Rotation,0.0
Motore ant sx,XForm,Z_Location,0.873
Motore ant sx,XForm,Z_Rel_Location,0.873
Motore ant sx,XForm,Z_Rel_Rotation,0.0
Motore ant sx,XForm,Z_Rotation,0.0
Motore ant sx,Sym,Sym_Ancestor,1.0
Motore ant sx,Sym,Sym_Ancestor_Origin_Flag,1.0
Motore ant sx,Sym,Sym_Axial_Flag,0.0
Motore ant sx,Sym,Sym_Planar_Flag,0.0
Motore ant sx,Sym,Sym_Rot_N,2.0
Motore ant sx,Attach,Eta_Attach_Location,0.0
Motore ant sx,Attach,L_01,1.0
Motore ant sx,Attach,L_Attach_Location,0.0
Motore ant sx,Attach,L_Attach_Location0Len,0.0
Motore ant sx,Attach,M_Attach_Location,0.5
Motore ant sx,Attach,N_Attach_Location,0.5
Motore ant sx,Attach,R_01,1.0
Motore ant sx,Attach,R_Attach_Location,0.0
Motore ant sx,Attach,R_Attach_Location0N,0.0
Motore ant sx,Attach,Rots_Attach_Flag,0.0
Motore ant sx,Attach,S_Attach_Location,0.5
Motore ant sx,Attach,T_Attach_Location,0.5
Motore ant sx,Attach,Trans_Attach_Flag,0.0
Motore ant sx,Attach,U_01,1.0
Motore ant sx,Attach,U_Attach_Location,0.0
Motore ant sx,Attach,U_Attach_Location0N,0.0
Motore ant sx,Attach,V_Attach_Location,0.0
Motore ant sx,Shape,Tess_U,10.0
Motore ant sx,Shape,Tess_W,9.0
Motore ant sx,Shape,Wake,0.0
Motore ant sx,Negative_Volume_Props,Negative_Volume_Flag,0.0
Motore ant sx,WakeSettings,WakeAngle,0.0
Motore ant sx,WakeSettings,WakeScale,2.0
Motore ant sx,Mass_Props,CGx,0.025
Motore ant sx,Mass_Props,CGy,0.0
Motore ant sx,Mass_Props,CGz,0.0
Motore ant sx,Mass_Props,Density,0.0
Motore ant sx,Mass_Props,Ixx,0.0
Motore ant sx,Mass_Props,Ixy,0.0
Motore ant sx,Mass_Props,Ixz,0.0
Motore ant sx,Mass_Props,Iyy,0.0
Motore ant sx,Mass_Props,Iyz,0.0
Motore ant sx,Mass_Props,Izz,0.0
Motore ant sx,Mass_Props,Mass_Area,0.0
Motore ant sx,Mass_Props,Mass_Prior,1.0
Motore ant sx,Mass_Props,PointMass,0.3
Motore ant sx,Mass_Props,Shell_Flag,0.0
Motore ant sx,BBox,X_Len,0.05000000000000001
Motore ant sx,BBox,X_Min,0.18
Motore ant sx,BBox,Y_Len,0.03
Motore ant sx,BBox,Y_Min,-0.715
Motore ant sx,BBox,Z_Len,0.03
Motore ant sx,BBox,Z_Min,0.858
Motore ant sx,EndCap,CapUMaxLength,1.0
Motore ant sx,EndCap,CapUMaxOffset,0.0
Motore ant sx,EndCap,CapUMaxOption,0.0
Motore ant sx,EndCap,CapUMaxStrength,0.5
Motore ant sx,EndCap,CapUMaxSweepFlag,0.0
Motore ant sx,EndCap,CapUMinLength,1.0
Motore ant sx,EndCap,CapUMinOffset,0.0
Motore ant sx,EndCap,CapUMinOption,0.0
Motore ant sx,EndCap,CapUMinStrength,0.5
Motore ant sx,EndCap,CapUMinSweepFlag,0.0
Motore ant sx,EndCap,CapUMinTess,3.0
Motore ant sx,ParasiteDragProps,ExpandedList,0.0
Motore ant sx,ParasiteDragProps,FFBodyEqnType,3.0
Motore ant sx,ParasiteDragProps,FFUser,1.0
Motore ant sx,ParasiteDragProps,FFWingEqnType,3.0
Motore ant sx,ParasiteDragProps,IncorporatedGen,0.0
Motore ant sx,ParasiteDragProps,PercLam,0.0
Motore ant sx,ParasiteDragProps,Q,1.0
Motore ant sx,ParasiteDragProps,Roughness,0.0
Motore ant sx,ParasiteDragProps,TawTwRatio,1.0
Motore ant sx,ParasiteDragProps,TeTwRatio,1.0
Motore post sx,Design,Length,0.05
Motore post sx,Design,Width,0.03
Motore post sx,Design,Height,0.03
Motore post sx,Design,SquareFlag,0.0
Motore post sx,XForm,Abs_Or_Relitive_flag,1.0
Motore post sx,XForm,Last_Scale,1.0
Motore post sx,XForm,Origin,0.0
Motore post sx,XForm,Scale,1.0
Motore post sx,XForm,X_Location,1.005
Motore post sx,XForm,X_Rel_Location,1.005
Motore post sx,XForm,X_Rel_Rotation,0.0
Motore post sx,XForm,X_Rotation,0.0
Motore post sx,XForm,Y_Location,-0.3
Motore post sx,XForm,Y_Rel_Location,-0.3
Motore post sx,XForm,Y_Rel_Rotation,0.0
Motore post sx,XForm,Y_Rotation,0.0
Motore post sx,XForm,Z_Location,0.833
Motore post sx,XForm,Z_Rel_Location,0.833
Motore post sx,XForm,Z_Rel_Rotation,0.0
Motore post sx,XForm,Z_Rotation,0.0
Motore post sx,Sym,Sym_Ancestor,1.0
Motore post sx,Sym,Sym_Ancestor_Origin_Flag,1.0
Motore post sx,Sym,Sym_Axial_Flag,0.0
Motore post sx,Sym,Sym_Planar_Flag,0.0
Motore post sx,Sym,Sym_Rot_N,2.0
Motore post sx,Attach,Eta_Attach_Location,0.0
Motore post sx,Attach,L_01,1.0
Motore post sx,Attach,L_Attach_Location,0.0
Motore post sx,Attach,L_Attach_Location0Len,0.0
Motore post sx,Attach,M_Attach_Location,0.5
Motore post sx,Attach,N_Attach_Location,0.5
Motore post sx,Attach,R_01,1.0
Motore post sx,Attach,R_Attach_Location,0.0
Motore post sx,Attach,R_Attach_Location0N,0.0
Motore post sx,Attach,Rots_Attach_Flag,0.0
Motore post sx,Attach,S_Attach_Location,0.5
Motore post sx,Attach,T_Attach_Location,0.5
Motore post sx,Attach,Trans_Attach_Flag,0.0
Motore post sx,Attach,U_01,1.0
Motore post sx,Attach,U_Attach_Location,0.0
Motore post sx,Attach,U_Attach_Location0N,0.0
Motore post sx,Attach,V_Attach_Location,0.0
Motore post sx,Shape,Tess_U,10.0
Motore post sx,Shape,Tess_W,9.0
Motore post sx,Shape,Wake,0.0
Motore post sx,Negative_Volume_Props,Negative_Volume_Flag,0.0
Motore post sx,WakeSettings,WakeAngle,0.0
Motore post sx,WakeSettings,WakeScale,2.0
Motore post sx,Mass_Props,CGx,0.025
Motore post sx,Mass_Props,CGy,0.0
Motore post sx,Mass_Props,CGz,0.0
Motore post sx,Mass_Props,Density,0.0
Motore post sx,Mass_Props,Ixx,0.0
Motore post sx,Mass_Props,Ixy,0.0
Motore post sx,Mass_Props,Ixz,0.0
Motore post sx,Mass_Props,Iyy,0.0
Motore post sx,Mass_Props,Iyz,0.0
Motore post sx,Mass_Props,Izz,0.0
Motore post sx,Mass_Props,Mass_Area,0.0
Motore post sx,Mass_Props,Mass_Prior,1.0
Motore post sx,Mass_Props,PointMass,0.3
Motore post sx,Mass_Props,Shell_Flag,0.0
Motore post sx,BBox,X_Len,0.05000000000000001
Motore post sx,BBox,X_Min,1.005
Motore post sx,BBox,Y_Len,0.03
Motore post sx,BBox,Y_Min,-0.315
Motore post sx,BBox,Z_Len,0.03
Motore post sx,BBox,Z_Min,0.818
Motore post sx,EndCap,CapUMaxLength,1.0
Motore post sx,EndCap,CapUMaxOffset,0.0
Motore post sx,EndCap,CapUMaxOption,0.0
Motore post sx,EndCap,CapUMaxStrength,0.5
Motore post sx,EndCap,CapUMaxSweepFlag,0.0
Motore post sx,EndCap,CapUMinLength,1.0
Motore post sx,EndCap,CapUMinOffset,0.0
Motore post sx,EndCap,CapUMinOption,0.0
Motore post sx,EndCap,CapUMinStrength,0.5
Motore post sx,EndCap,CapUMinSweepFlag,0.0
Motore post sx,EndCap,CapUMinTess,3.0
Motore post sx,ParasiteDragProps,ExpandedList,0.0
Motore post sx,ParasiteDragProps,FFBodyEqnType,3.0
Motore post sx,ParasiteDragProps,FFUser,1.0
Motore post sx,ParasiteDragProps,FFWingEqnType,3.0
Motore post sx,ParasiteDragProps,IncorporatedGen,0.0
Motore post sx,ParasiteDragProps,PercLam,0.0
Motore post sx,ParasiteDragProps,Q,1.0
Motore post sx,ParasiteDragProps,Roughness,0.0
Motore post sx,ParasiteDragProps,TawTwRatio,1.0
Motore post sx,ParasiteDragProps,TeTwRatio,1.0
Motore post dx,Design,Length,0.05
Motore post dx,Design,Width,0.03
Motore post dx,Design,Height,0.03
Motore post dx,Design,SquareFlag,0.0
Motore post dx,XForm,Abs_Or_Relitive_flag,1.0
Motore post dx,XForm,Last_Scale,1.0
Motore post dx,XForm,Origin,0.0
Motore post dx,XForm,Scale,1.0
Motore post dx,XForm,X_Location,1.005
Motore post dx,XForm,X_Rel_Location,1.005
Motore post dx,XForm,X_Rel_Rotation,0.0
Motore post dx,XForm,X_Rotation,0.0
Motore post dx,XForm,Y_Location,0.3
Motore post dx,XForm,Y_Rel_Location,0.3
Motore post dx,XForm,Y_Rel_Rotation,0.0
Motore post dx,XForm,Y_Rotation,0.0
Motore post dx,XForm,Z_Location,0.833
Motore post dx,XForm,Z_Rel_Location,0.833
Motore post dx,XForm,Z_Rel_Rotation,0.0
Motore post dx,XForm,Z_Rotation,0.0
Motore post dx,Sym,Sym_Ancestor,1.0
Motore post dx,Sym,Sym_Ancestor_Origin_Flag,1.0
Motore post dx,Sym,Sym_Axial_Flag,0.0
Motore post dx,Sym,Sym_Planar_Flag,0.0
Motore post dx,Sym,Sym_Rot_N,2.0
Motore post dx,Attach,Eta_Attach_Location,0.0
Motore post dx,Attach,L_01,1.0
Motore post dx,Attach,L_Attach_Location,0.0
Motore post dx,Attach,L_Attach_Location0Len,0.0
Motore post dx,Attach,M_Attach_Location,0.5
Motore post dx,Attach,N_Attach_Location,0.5
Motore post dx,Attach,R_01,1.0
Motore post dx,Attach,R_Attach_Location,0.0
Motore post dx,Attach,R_Attach_Location0N,0.0
Motore post dx,Attach,Rots_Attach_Flag,0.0
Motore post dx,Attach,S_Attach_Location,0.5
Motore post dx,Attach,T_Attach_Location,0.5
Motore post dx,Attach,Trans_Attach_Flag,0.0
Motore post dx,Attach,U_01,1.0
Motore post dx,Attach,U_Attach_Location,0.0
Motore post dx,Attach,U_Attach_Location0N,0.0
Motore post dx,Attach,V_Attach_Location,0.0
Motore post dx,Shape,Tess_U,10.0
Motore post dx,Shape,Tess_W,9.0
Motore post dx,Shape,Wake,0.0
Motore post dx,Negative_Volume_Props,Negative_Volume_Flag,0.0
Motore post dx,WakeSettings,WakeAngle,0.0
Motore post dx,WakeSettings,WakeScale,2.0
Motore post dx,Mass_Props,CGx,0.025
Motore post dx,Mass_Props,CGy,0.0
Motore post dx,Mass_Props,CGz,0.0
Motore post dx,Mass_Props,Density,0.0
